"ISBN","PubDate","PrintYear","Price","Discipline","Title","Subtitle","AuthorFirst1","AuthorLast1","AuthorAffiliation1","AuthorFirst2","AuthorLast2","AuthorAffiliation2","AuthorFirst3","AuthorLast3","AuthorAffiliation3","AuthorFirst4","AuthorLast4","AuthorAffiliation4","AuthorFirst5","AuthorLast5","AuthorAffiliation5","AuthorEditor","Imprint","Edition","Cover","Pages","Illustrations","Series","Volume","AuthorURL1","Description","TOC","Reviews","Classification","AuthorCountry"
"1402030312",,"2004",139.00,"Education","Vocationalisation of Secondary Education Revisited",,"Jon","Lauglo",,"Rupert","Maclean",,,,,,,,,,,"E",,,"HC","376",,"Technical and Vocational Education and Training: Issues, Concerns and Prospects","1",,"<P>The book is a cutting-edge contribution to the debate which has occurred for some time on the pros and cons of secondary education becoming more closely and explicitly related to preparing young people for the world of work. The book provides concrete ",,,"C","England"
"1402025602",,"2004",139.00,"Earth Sciences","Remote Sensing Image Analysis: Including the Spatial Domain",,"Steven M. de","Jong","University of Utrecht, The Netherlands","Freek D. van der","Meer","International Institute for Geo-Information, Science and Earth Observation (ITC), Enschede, The Neth",,,,,,,,,,"E",,,"N/A","376",,"Remote Sensing and Digital Image Processing","5",,"<P>Remote Sensing image analysis is mostly done using only spectral information on a pixel by pixel basis. Information captured in neighbouring cells, or information about patterns surrounding the pixel of interest often provides useful supplementary info",,,"B","USA"
"1402029314",,"2004",139.00,"Engineering","Design of Advanced Manufacturing Systems","Models for Capacity Planning in Advanced Manufacturing Systems","Andrea","Matta","Politecnico di Milano, Milan, Italy","Quirico","Semeraro","Politecnico di Milano, Milan, Italy",,,,,,,,,,"E","Springer Netherlands",,"N/A",,,,,,"<P>This book presents a framework and specific methods and tools for the selection and configuration of the capacity of Advanced Manufacturing Systems (AMS). </P> <P>AMS include Flexible Manufacturing Systems, Dedicated Manufacturing Systems, and Reconfig",,,"B","China"
"1402026560",,"2004",143.00,"Earth Sciences","Impact of the Environment on Human Migration in Eurasia","Proceedings of the NATO Advanced Research Workshop, held in St. Petersburg, 15-18 November 2003","E. M.","Scott","University of Glasgow, UK","Andrey Yu.","Alekseev","State Hermitage Museum, St. Petersburg, Russia","Ganna","Zaitseva","Institute of History of Material Culture, RAS, St. Petersburg, Russia",,,,,,,"E",,,"N/A",,,"Nato Science Series: Iv: Earth and Environmental Sciences","42",,"<P>The themes of the book focus on the origin, development, interactions, and migrations of the Scythians, in Eurasia and their relationships with the environment of 1st millennium BC. Without doubt, the environment played an important role in the life of","<P>TABLE OF CONTENTS</P> <P>Preface . x</P> <P>Section 1 : Archaeology</P> <P>1. Chronology and cultural affinity of the kurgan Arzhan-2 complex according to archaeological data</P> <P>2. Some chronological problems of European Scythia: archaeology and ra",,"B","Ghana"
"140203069X",,"2004",149.00,"Philosophy","Reasoning Robots","The Art and Science of Programming Robotic Agents","Michael","Thielscher","Technische UniversitΣt, Dresden, Germany",,,,,,,,,,,,,"A","Springer Netherlands",,"N/A",,,"Applied Logic Series","33",,"<P>The book provides an in-depth and uniform treatment of a mathematical</P> <P>model for reasoning robotic agents. The book also contains an introduction</P> <P>to a programming method and system based on this model.</P> <P></P> <P>The mathematical model",,,"B","France"
"1402030371",,"2004",149.00,"Economics & Law","Knowledge Discovery from Legal Databases",,"Andrew","Stranieri","La Trobe University, Bundoora, VIC, Australia","John","Zeleznikow","La Trobe University, Bundoora, VIC, Australia",,,,,,,,,,"A","Springer Netherlands",,"N/A",,,"Law and Philosophy Library","69",,"<P>Knowledge Discovery from Legal Databases is the first text to describe data mining <BR>techniques as they apply to law. Law students, legal academics and applied information technology specialists are guided thorough all phases of the knowledge discove","Acknowledgements&nbsp;<BR>Preface&nbsp;<BR>1.Introduction,2.LEGAL ISSUES IN THE DATA SELECTION PHASE&nbsp;<BR>3.LEGAL ISSUES IN THE DATA PRE-PROCESSING PHASE&nbsp;<BR>4.LEGAL ISSUES IN THE DATA TRANSFORMATION PHASE&nbsp;<BR>5.DATA MINING WITH RULE INDUCTI",,"C","England"
"1402026234",,"2004",149.00,"Mathematics","Nonlinear Homogenization and its Applications to Composites, Polycrystals and Smart Materials","Proceedings of the NATO Advanced Research Workshop, held in Warsaw, Poland, 23-26 June 2003","Pedro","Ponte Castaneda","University of Pennsylvania, Department of Mechanical Engineering and Applied Mechanics, Philadelphia","J.J.","Telega","Polish Academy of Sciences, Institute of Fundamental Technological Research, Warsaw, Poland","Barbara","Gambin","Polish Academy of Sciences, Institute of Fundamental Technological Research, Warsaw, Poland",,,,,,,"E",,,"N/A",,,"NATO Science Series II: Mathematics, Physics and Chemistry","170",,,,,"B","India"
"1402025793",,"2004",149.00,"Physics","High-Velocity Clouds",,"Hugo van","Woerden","Kapteyn Institute, Groningen, The Netherlands","Bart","Wakker","University of Wisconsin-Madison, WI, USA.","Ulrich","Schwarz","Kapteyn Institute, Groningen, The Netherlands and University of Nijmegen, The Netherlands","Klaas de","Boer","University of Bonn, Germany",,,,"E",,,"N/A",,,"Astrophysics and Space Science Library","312",,"<P>This book contains 17 chapters reviewing our knowledge of the high-velocity clouds (HVCs) as of 2004, bringing this together in one place for the first time. Each of the many different aspects of HVC research is addressed by one of the experts in that ","<P>Preface</P> <P>1. History of HVC Research – an overview</P> <P>2. HVC/IVC maps and HVC distribution functions</P> <P>3. Kinematics of high- and intermediate-velocity gas</P> <P>4. Intermediate-velocity clouds</P> <P>5. HVCS related to the Magellanic Sy",,"B","USA"
"1402025777",,"2004",149.00,"Mathematics","Introduction to Soliton Theory: Applications to Mechanics",,"Ligia","Munteanu","Romanian Academy, Bucharest, Romania","Stefania","Donescu","Technical University of Civil Engineering, Bucharest, Romania",,,,,,,,,,"A",,,"N/A",,,"Fundamental Theories of Physics","143",,"<P>This monograph provides the application of soliton theory to solve certain problems selected from the fields of mechanics. The work is based of the authors’ research, and on some specified, significant results existing in the literature.</P> <P>The pre",,,"B","China"
"1402025890",,"2004",153.00,"Social Sciences","After Bourdieu","Influence, Critique, Elaboration","David L.","Swartz","University of Boston, MA","Vera L.","Zolberg","New School for Social Research, New York, NY",,,,,,,,,,"E",,,"N/A",,,,,,"<P>The most significant French sociologist since Durkheim, Pierre Bourdieu’s influence on intellectual life shows no sign of abating. He was a prolific and consequential scholar whose impact can be measured by the Social Science Citation Index and interna","<P>AFTER BOURDIEU: Inspiration, Critique, Elaboration</P> <P></P> <P>&nbsp;</P> <P>Edited by David L. Swartz and Vera L. Zolberg</P> <P></P> <P>&nbsp;</P> <P>&nbsp;</P> <P>CONTENTS</P> <P></P> <P>&nbsp;</P> <P>Introduction: Drawing inspiration from Bourdi",,"B","Ghana"
"1402021704",,"2004",154.00,"Physics","Advanced Experimental Methods for Noise Research in Nanoscale Electronic Devices",,"Josef","Sikula","Brno University of Technology, Czech Republic","Michael","Levinshtein","Ioffe Institute of Russian Academy of Sciences, St. Petersburg, Russia",,,,,,,,,,"E","Springer Netherlands",,"N/A",,,"NATO Science Series II: Mathematics, Physics and Chemistry","151",,,,,"C","France"
"1402028121",,"2004",154.00,"Physics","Fundamental Problems of Mesoscopic Physics Interactions and Decoherence",,"Igor V.","Lerner","School of Physics and Astronomy, University of Birmingham, UK","Boris L.","Altshuler","Princeton University and NEC Research Institute, NJ","Yuval","Gefen","The Weizmann Institute of Science, Rehovot, Israel",,,,,,,"E","Springer Netherlands",,"N/A",,,"NATO Science Series II: Mathematics, Physics and Chemistry","154",,"Mesoscopic physics deals with effects at submicron and nanoscales where the conventional wisdom of macroscopic averaging is no longer applicable. A wide variety of new devices have recently evolved, all extremely promising for major novel directions in te",,,"C","England"
"1402029225",,"2004",159.00,"Biology","25 Years of p53 Research",,"Klas","Wiman","Karolinska Institute, Stockholm, Sweden","Pierre","Hainaut","International Agency for Research on Cancer, Lyon, France",,,,,,,,,,"A","Springer Netherlands",,"N/A",,,,,,,,,"B","India"
"1402026943",,"2004",165.00,"Earth Sciences","Enhancing Urban Environment by Environmental Upgrading and Restoration","Proceedings of the NATO ARW on Enhancing Urban Environment: Environmental Upgrading of Municipal Pollution Control Facilities and Restoration of Urban Waters, Rome, Italy from 6 to 9 November 2003.","Jiri","Marsalek","National Water Research Institute, Burlington, ON, Canada","Daniel","Sztruhar","Slovak Technical University, Bratislava, Slovakia","Mario","Giulianelli","Water Research Institute, Rome, Italy","Ben","Urbonas","Urban Drainage and Flood Control District, Denver, CO, USA.",,,,"E",,,"N/A",,,"Nato Science Series: Iv: Earth and Environmental Sciences","43",,"<P>As urban areas keep growing, water infrastructure ages, and the requirements on environmental protection become more rigorous, there is a continual need for upgrading water pollution control facilities and restoring degraded urban waters. Such issues a","<P>BLE OF CONTENTS</P> <P></P> <P>&nbsp;</P> <P>Preface</P> <P></P> <P>Acknowledgement</P> <P></P> <P>List of Participants</P> <P></P> <P>&nbsp;</P> <P>CHAPTER 1 UPGRADING STORMWATER MANAGEMENT FACILITIES</P> <P></P> <P>Retrofitting Urban Drainage Systems",,"B","USA"
"1402027958",,"2004",165.00,"Earth Sciences","Defense Industries: Science and Technology Related to Security: Impact of Conventional Munitions on Environment and Population","Proceedings of the NATO ARW on Science and Technology Related to Security Impact of Conventional Munitions on Environment and Population, Porto, Portugal from 28 to 31 October 2001","Pelagio","Castelo Branco","Danotec Association, Lisbon, Portugal","Hiltmar","Schubert","Frauenhofer Institute of Chemical Technology, (ICT) Pfinztal, Germany","Jose","Campos","Laboratory of Energetics and Detonics (LEDAP), Coimbra, Portugal",,,,,,,"E","Springer Netherlands",,"N/A",,,"Nato Science Series: IV: Earth and Environmental Sciences","44",,"<P>The state of the art in the area of security related civil science and technology concerning energetic materials and munitions is of pressing importance at the present time, because 10 years after the end of the cold war, in many countries in east and ",,,"B","China"
"3540232133",,"2004",169.00,"Engineering","Fuzzy Logic in Financial Analysis",,"Anna Maria","Gil-Lafuente","Universitat Barcelona, Barcelona, Spain",,,,,,,,,,,,,"A",,"01","HC","450",,"Studies in Fuzziness and Soft Computing","1100",,"<P></P> <P>In today?s increasing complex and uncertain business environment, financial analysis is yet more critical to business managers who tackle the problems of an economic or business nature. Knowledge based on formal logic and even experience become",,,"C","Ghana"
"1402030002",,"2004",169.00,"Philosophy","Moral Philosophy on the Threshold of Modernity",,"Jill","Kraye","Warburg Institute, University of London, UK","Risto","Saarinen","University of Helsinki, Finland",,,,,,,,,,"E",,,"HC","343",,"The New Synthese Historical Library","57",,"<P>This volume investigates the paradigm changes which occurred in ethics during the early modern era (1350-1600). While many general claims have been made regarding the nature of moral philosophy in the period of transition from medieval to modern though","1. Introduction. <STRONG>Scholastics and Neo-Scholastics</STRONG>. 2. Sources and Authorities for Moral Philosophy in the Italian Renaissance: Thomas Aquinas and Jean Buridan on Aristotle?s Ethics; David Lines. 3. Action, Will and Law in Late Scholasticis",,"C","France"
"1402031661",,"2004",179.00,"Biology","Molecular Biology and Biotechnology of Plant Organelles","Chloroplasts and Mitochondria","H.","Daniel","University of Central Florida, Orlando, FL","Christine D","Chase","University of Florida, Gainesville",,,,,,,,,,"E","Springer Netherlands",,"N/A",,,,,,"<P>Plant organelles have fascinated biologists since the discovery of their endosymbiontic origin and maternal inheritance. The first application of organelle biotechnology was the application of cytoplasmic male sterility in hybrid seed production and th",,,"C","England"
"1402025815",,"2004",179.00,"Philosophy","The Coherence of Kant's Transcendental Idealism",,"Yaron M.","Senderowicz","Tel Aviv University, Ramat Aviv, Israel",,,,,,,,,,,,,"A",,,"N/A",,,"Studies in German Idealism","4",,"<P>YARON M. SENDEROWICZ</P> <P></P> <P>THE COHERENCE OF KANT’S TRANSCENDENTAL IDEALISM</P> <P></P> <P>&nbsp;</P> <P>This book presents a new interpretation of Kant’s theory of knowledge that emphasizes the coherence and plausibility of his doctrine of tra",,,"B","USA"
"1402027907",,"2004",184.00,"Linguistics","Speech Acoustics and Phonetics","Selected Writings","Gunnar","Fant","Royal Institute of Technology, Stockholm, Sweden",,,,,,,,,,,,,"A","Springer Netherlands",,"N/A",,,"Text, Speech and Language Technology","24",,"Gunnar Fant is a pioneer in speech communication research with more than half a century of active work in speech acoustics, phonetics and speech technology. <br/> An overall aim of the book is to provide an integrated view of the separate stages of the sp",,,"C","China"
"1402027605",,"2004",189.00,"Physics","Computer Simulations of Liquid Crystals and Polymers","Proceedings of the NATO ARW on Computational Methods for Polymers and Liquid Crystalline Polymers, Erice, Italy from 16 to 22 July 2003.","Paolo","Pasini","Istituto Nazionale di Fisica Nucleare, Bologna, Italy","Claudio","Zannoni","Universita di Bologna, Italy","Slobodan","?umer","University of Ljubljana, Slovenia",,,,,,,"E","Springer Netherlands",,"N/A","364",,"NATO Science Series II: Mathematics, Physics and Chemistry","177",,"<P>Liquid crystals, polymers and polymer liquid crystals are soft condensed matter systems of major technological and scientific interest. An understanding of the macroscopic properties of these complex systems and of their many and interesting peculiarit","<P>v</P> <P>CONTENTS</P> <P>Preface xiii</P> <P>1 Lattice spin models of polymer?dispersed liquid crystals 1</P> <P>Introduction 1</P> <P>1 Polymer-dispersed liquid crystals 2</P> <P>2 The simulation method 3</P> <P>2.1 The PDLC simulation model 4</P> <P>",,"C","Ghana"
"1402026439",,"2004",198.00,"Philosophy","Metamorphosis","Creative Imagination in Fine Arts Between Life-Projects and Human Aesthetic Aspirations","A.T.","Tymieniecka","The World Institute for Advanced Phenomenological Research and Learning, Hanover, NH",,,,,,,,,,,,,"E",,,"N/A",,,"Analecta Husserliana","81",,,,,"C","France"
"1402023200",,"2004",199.00,"Humanities/Arts/Design","History of Science, History of Text",,"Karine","Chemla","REHSEIS CNRS and University, Paris, France",,,,,,,,,,,,,"E",,,"HC","254","0","Boston Studies in the Philosophy of Science","238",,"This book explores the hypothesis that the types of inscription or text used by a given community of practitioners are designed in the very same process as the one producing concepts and results. The book sets out to show how, in exactly the same way as f",,,"C","England"
"140203007X",,"2004",199.00,"Humanities/Arts/Design","Rights Before Courts","A study of Constitutional Courts in Postcommunist States of Central and Eastern Europe","Wojciech","Sadurski","European University Institute Florence, Italy",,,,,,,,,,,,,"A","Springer Netherlands",,"N/A",,,,,,"<P>Challenging the conventional wisdom that constitutional courts are the best device that democratic systems have for the protection of individual rights, Wojciech Sadurski examines carefully the most recent wave of activist constitutional courts: those ",,,"C","USA"
"1402031637",,"2004",199.00,"Biology","Respiration in Archaea and Bacteria","Diversity of Prokaryotic Respiratory Systems","C.D.","Chase",,"Davide","Zannoni",,,,,,,,,,,"E","Springer Netherlands",,"N/A",,,"Advances in Photosynthesis and Respiration","16",,"<P>The book summarizes the achievements of the past decade in the biochemistry, bioenergetics, structural and molecular biology of respiratory processes in selected genera of the domain Bacteria along with an extensive coverage of the redox chains of extr","<P>From the Table of Contents:</P> <P></P> <P></P> <P>Preface. Part 1: Respiratory Chains in Archaea: From Minimal Systems to Supercomplexes. G. SchΣfer. Part 2: Aerobic Respiration in the Gram-Positive Bacteria. N. Sone, C. HΣgerhΣll and J. Sakamoto. Par",,"B","China"
"140202620X",,"2004",199.00,"Physics","How does the Galaxy work?","A Galactic Tertulia with Don Cox and Ron Reynolds","Emilio J.","Alfaro","Instituto de Astrofísica de Andalucía (CSIC), Granada, Spain","Enrique","PΘrez","Instituto de Astrofφsica de Andalucφa (CSIC), Granada, Spain","JosΘ","Franco","Instituto de Astronomφa, UNAM, MΘxico",,,,,,,"E",,,"N/A",,,"Astrophysics and Space Science Library","315",,"<P>This volume presents a multi-disciplinary approach to the physical mechanims which structure the shape, evolution and fate of the Galaxy. It contains 4 panel sessions (the recording transcripts of the galactic",,,"B","Ghana"
"1402021658",,"2004",209.00,"Chemistry","Theory of Chemical Reaction Dynamics",,"Antonio","Laganα","University of Perugia, Italy","Gy÷rgy","Lendvay","Chemical Research Center, Budapest, Hungary",,,,,,,,,,"E","Springer Netherlands",,"N/A",,,"NATO Science Series II: Mathematics, Physics and Chemistry","145",,"The theoretical treatment of chemical reaction dynamics has undergone spectacular development during the last few years, prompted by experimental progress. Beam production, spectroscopic detection using high resolution, polarized lasers allowing energy an",,,"C","France"
"1402030193",,"2004",209.00,"Physics","Scanning Probe Microscopy: Characterization, Nanofabrication and Device Application of Functional Materials","Proceedings of the NATO ASI on Scanning Probe Microscopy: Characterization, Nanofabrication and Device Application of Functional Materials, Algarve, Portugal, from 1 to 13 October 2002.","Paula Maria","Vilarinho","Department of Ceramics and Glass Engineering, University of Aveiro, Portugal","Yossi","Rosenwaks","Faculty of Engineering, Tel Aviv University, Ramat - Aviv, Israel","Angus","Kingon","Materials Research Center, NCSU, Raleigh, NC",,,,,,,"E","Springer Netherlands",,"N/A",,,"NATO Science Series II: Mathematics, Physics and Chemistry","186",,"<P>Promotional Text</P> <P>Scanning Probe Microscopy: Characterization, Nanofabrication and Device Application of Functional Materials</P> <P></P> <P>&nbsp;</P> <P>As the characteristic dimensions of electronic devices continue to shrink, the ability to c","<P>Index of Keywords; PREFACE; ON THE NATO ASI; On the book; Achknowledgements; Photo of the group; List of Authors; <STRONG>Part I ? Fundamentals of Functional Materials:</STRONG> Functional Materials, Scaling of Silicon-Based Devices to Submicron Dimens",,"C","England"
"1402025505",,"2004",215.00,"Engineering","Nanoengineered Nanofibrous Materials",,"Selcuk","Guceri","Drexel University, Philadelphia, PA","Yury G.","Gogotsi","Drexel University, Philadelphia, PA","Vladimir","Kuznetsov","Boreskov Institute of Catalysis, Novosibirsk, Russia",,,,,,,"E","Springer Netherlands",,"N/A",,,"NATO Science Series II: Mathematics, Physics and Chemistry","169",,"The combination of conductive polymer technology with the ability to produce nanofibres will facilitate major new developments in biotechnology and information technology, benefiting such areas as scaffolds for tissue engineering and drug delivery systems",,,"C","India"
"1402023847",,"2004",219.00,"Physics","Novel Approaches to the Structure and Dynamics of Liquids: Experiments, Theories and Simulations",,"Jannis","Samios","Dept. of Chemistry, Physical Chemistry, University of Athens, Greece","Vladimir A.","Durov","Lomonosov Moscow State University, Russia",,,,,,,,,,"E",,,"HC","560","0","NATO SCIENCE SERIES: II: Mathematics, Physics and Chemistry","133",,,,,"C","USA"
"1402025475",,"2004",229.00,"Mathematics","Handbook of Number Theory II",,"Jozsef","Sßndor",,"Borislav","Crstici",,,,,,,,,,,"A",,,"N/A",,,,,,"<P>This handbook focuses on some important topics from Number Theory and Discrete Mathematics. These include the sum of divisors function with the many old and new issues on Perfect numbers; Euler's totient and its many facets; the Moebius function along ",,,"A","China"
"1402030762",,"2004",239.00,"Education","Applied Rasch Measurement","A Book of Examplars Papers in Honour of John P. Keeves","Sivakumar","Alagumalai",,"David D.","Curtis",,"Njora","Hungi",,,,,,,,"E","Springer Netherlands",,"N/A",,,"Education in the Asia-Pacific Region Issues, Concerns and Prospects","4",,,,,"C","Ghana"
"1402028628",,"2004",249.00,"Physics","Penetrating Bars through Masks of Cosmic Dust","The Hubble Tuning Fork strikes a New Note","David L.","Block","University of the Witwatersrand, Johannesburg, South Africa","IvΓnio","Puerari","Instituto Nacional de Astrofisica Optica y Electronica, Puebla, Mexico","Kenneth C.","Freeman","Australian National University, Canberra, Australia","Robert","Groess","University of the Witwatersrand, Johannesburg, South Africa","Elizabeth K.","Block","Rand Afrikaans University (Soweto), South Africa","E","Springer Netherlands",,"N/A",,,"Astrophysics and Space Science Library","319",,"The country: South Africa. The period: early 1960s. Billions of snowflakes fell to the ground. Why is the snowflake six cornered, asked Kepler? To each researcher, there is the mystery of 'the thing itself'. South Africa. Some forty years later. 'The thin","<P>THE EDITORS - Preface A Tribute to Cosmic Dust Pioneer J. Mayo Greenberg The Hubble Tuning Fork Strikes a New Note <EM>. </EM>Episodes in the Development of the Hubble Galaxy Classification. Secular Evolution Versus Hierarchical Merging: Galaxy Evoluti",,"C","France"
"1402029977",,"2004",259.00,"Biology","Developmental Biology of Teleost Fishes",,"Yvette W.","Kunz","University College Dublin, University of Ireland, Dublin",,,,,,,,,,,,,"A","Springer Netherlands",,"N/A",,,"Fish & Fisheries Series","28",,,"<P>Developmental Biology of Teleost Fishes</P> <P></P> <P>Series Editor?s Preface</P> <P>Preface</P> <P>1. Introduction</P> <P>2. The Egg</P> <P>3. Yolk</P> <P>4. Cortex and its alveoli</P> <P>5. Egg envelope</P> <P>6. Accessory structures of egg envelope",,"B","England"
"1402026692",,"2004",259.00,"Engineering","Hydrogen Materials Science and Chemistry of Carbon Nanomaterials","Proceedings of the NATO Advanced Research Workshop, held in Sudak, Crimea, Ukraine, September 14-20, 2003","T. Nejat","Veziroglu","University of Miami, FL, USA.","Svetlana Yu.","Zaginaichenko","Institute of Hydrogen and Solar Energy, Kiev, Ukraine","Dmitry V.","Schur","Institute for Problems of Materials Science of NAS, Kiev, Ukraine","B.","Baranowski","Institute of Physical Chemistry, Warsaw, Poland","Anatoliy P.","Shpak","Institute for Metal Physics of NAS","E",,,"N/A",,,"NATO Science Series II: Mathematics, Physics and Chemistry","172",,"The 2003 International Conference",,,"B","India"
"1402027516",,"2004",264.00,"Physics","Frontiers of Optical Spectroscopy
Investigating Extreme Physical Conditions with Advanced Optical Techniques","Proceedings of the NATO Advanced Study Institute, Erice, Italy, 16 May - 1 June 2003","B.","Di Bartolo","Boston College, Chestnut Hill, MA, USA.","Ottavio","Forte","Raytheon Command, Control, Communications and Information Systems, Sudbury, MA, USA.",,,,,,,,,,"E","Springer Netherlands",,"N/A",,,"NATO Science Series II: Mathematics, Physics and Chemistry","168",,"<P>Advanced spectroscopic techniques allow the probing of very small systems and very fast phenomena, conditions that can be considered",,,"B","USA"
"1402022751",,"2004",329.00,"Medicine","Replacement of Renal Function by Dialysis",,"Walter H.","H÷rl","University of Vienna, Austria","K.M.","Koch","Div. of Nephrology, Center for Internal Medicine & Dermatology, Medizinische Hochschule Hannover, Ge","Robert M.","Lindsay","University of Western Ontario, London, Canada","C.","Ronco","Dept. of Nephrology, St. Bortolo Hospital, Vicenza, Italy","J.F.","Winchester","RenalTech International, New York","E",,,"N/A",,"0",,,,"The leading Textbook on the subject. A completely rewritten and up-to-date fifth edition, based upon the highly respected fourth edition, edited by C. Jacobs, C.M. Kjellstrand, K.M. Koch and J.F. Winchester. <br/> Considered THE global resource for dialys",,"<strong>`</strong>The standard reference book for the artificial kidney world.<strong>'</strong> <br/> <strong>JAMA </strong><br/> <strong>`</strong>The aim of the authors - to produce a standard text for nephrologists and those with an interest in today'","A","China"
"1402026420",,"2004",379.00,"Philosophy","Phantasy and Image - Consciousness",,"Edmund","Husserl",,,,,,,,,,,,,,"A",,,"N/A",,,"Edmund Husserl Collected Works","11",,"<P>EDMUND HUSSERL COLLECTED WORKS</P> <P></P> <P>Phantasy, Image Consciousness, and Memory (1898-1925)</P> <P></P> <P>Translated by</P> <P></P> <P>John B. Brough</P> <P></P> <P>This is the first English translation of Husserliana XXIII, the volume in the ",,,"B","Ghana"
"1402032927",,"2005",39.95,"Education","Fundamental Change","International Handbook of Educational Change","Michael","Fullan","University of Toronto, ONT, Canada","Ann","Lieberman","Carnegie Foundation for the Advancement of Teaching, Stanford, CA","Michael","Fullan","University of Toronto, ONT, Canada","David","Hopkins","London, UK",,,,"E",,,"SC","369",,,,,"<P>The International Handbook of Educational Change has been split up in 4 separate paperback sections to serve the individual interest in educational change.</P> <P>The paperback sections are a state of the art collection of the most important ideas and ",,,"A","France"
"354025787X",,"2005",44.95,"Mathematics","Posn(R) and Eisenstein Series",,"Jay","Jorgenson","Citty College of New York, NY","Serge","Lang","Yale University, New Haven, CT",,,,,,,,,,"A",,,"SC","168","5","Lecture Notes in Mathematics","1868",,"<P><STRONG>Pos<SUB>n</SUB>(R)&nbsp;and Eisenstein Series</STRONG>&nbsp; provides an introduction, requiring minimal prerequisities, to the analysis on symmetric spaces of positive definite real matrices as well as quotients of this space by the unimodular","<P>1. GL<SUB>n </SUB>(R) actions on Pos<SUB>n</SUB>(R).- 2. Measures, Integration, and Quadratic Model.- 3. Special Functions on Pos<SUB>n</SUB>(R).- 4. Invariant Differential Operators on Pos<SUB>n</SUB>(R).- 5. Poisson duality and zeta functions.- 6. Ei",,"C","England"
"3540240071",,"2005",44.95,"Mathematics","Singular Stochastic Differential Equations",,"Alexander S.","Cherny","Moscow State University, Moscow, Russia","Hans-Jürgen","Engelbert","University of Jena, Germany",,,,,,,,,,"A",,,"SC","128",,"Lecture Notes in Mathematics","1858",,"<P>The authors introduce, in this research monograph on stochastic differential equations, a class of points termed isolated singular points. Stochastic differential equations possessing such points (called singular stochastic differential equations here)","Introduction.- 1. Stochastic Differential Equations.- 2. One-Sided Classification of Isolated Singular Points.- 3. Two-Sided Classification of Isolated Singular Points.- 4. Classification at Infinity and Global Solutions.- 5. Several Special Cases.- Appen",,"C","USA"
"3540240640",,"2005",44.95,"Mathematics","Hamiltonian Dynamics - Theory and Applications","Lectures given at the C.I.M.E. Summer School held in Cetraro, Italy, July 1-10, 1999","Giancarlo","Benettin","Università di Padova, Italy","Jacques","Henrard","FUNDP, Namur, Belgium","Sergei","Kuksin","Heriot-Watt University, Edinburgh, UK",,,,,,,"A",,,"SC","177",,"Lecture Notes in Mathematics","1861",,"<P>This volume collects three series of lectures on applications of the theory of Hamiltonian systems, contributed by some of the specialists in the field. The aim is to describe the state of the art for some interesting problems, such as the Hamiltonian ","Preface.- G. Benettin: Physical Applications of Nekhoroshev Theorem and Exponential Estimates.- J. Henrard: The Adiabatic Invariant Theory and Applications.- S. Kuksin: Lectures on Hamiltonian Methods in Nonlinear PDEs.-",,"C","China"
"3540240209",,"2005",44.95,"Mathematics","Fourier Transforms of Invariant Functions on Finite Reductive Lie Algebras",,"Emmanuel","Letellier","Sophia University, Tokyo, Japan",,,,,,,,,,,,,"A",,,"SC","165",,"Lecture Notes in Mathematics","1859",,"<P>The Fourier transforms of invariant functions on finite reductive Lie algebras are due to T.A.&nbsp;Springer (1976) in connection with the geometry of nilpotent orbits. In this book the author studies Fourier transforms using Deligne-Lusztig induction ","Preface.- 1. Introduction.- 2. Connected Reductive Groups and their Lie Algebras.- 3. Deligne-Lusztig Induction.- 4. Local Systems and Perverse Shaeves.- 5. Geometrical Induction.- 6. Deligne-Lusztig Induction and Fourier Transforms.- 7. Fourier Transform",,"C","Ghana"
"3540239499",,"2005",49.95,"Computing and Information Science","Design and Analysis of Randomized Algorithms","Introduction to Design Paradigms","Juraj","Hromkovic","ETH Zürich, Switzerland",,,,,,,,,,,,,"A",,,"HC","274",,"Texts in Theoretical Computer Science. An EATCS Series",,,"<P>Randomness is a powerful tool (instrument) for solving various problems in all areas of computer applications. Randomized algorithms are often more efficient, simpler (and so easier to implement), and surprisingly also more reliable than their best det",,,"B","France"
"3540240411",,"2005",49.95,"Mathematics","Touching Soap Films",,"Andreas","Arnez","Sch÷naich, Germany","Konrad","Polthier","Technische UniversitΣt Berlin, Germany","Martin","Steffens","Unterf÷hring, Germany","Christian","Teitzel","Unterf÷hring, Germany",,,,"A",,,"Special ty",,,"Springer VideoMATH",,,"This is a scientific video about the world of soap films designed for the general public. Few other physical problems have influenced as many branches of mathematics in the past 200 years as have the study of soap films. A soap film is physically similar ",,,"A","England"
"3540240535",,"2005",50.00,"Computing and Information Science","Agents and Peer-to-Peer Computing","Second International Workshop, AP2PC 2003, Melbourne, Australia, July 14, 2003, Revised and Invited Papers","Gianluca","Moro","D.E.I.S - University of Bolgona, Cesena, Italy","Claudio","Sartori","University of Bologna, Bologna, Italy","Munindar P.","Singh","North Carolina State University, Raleigh, NC",,,,,,,"E",,,"SC","205",,"Lecture Notes in Computer Science","2872",,"<P>Agents and Peer-to-Peer Computing </P> <P></P> <P>Peer-to-peer (P2P) computing is currently attracting enormous public attention, spurred by the popularity of file-sharing systems such as Napster, Gnutella, Morpheus, Kaza and several others. In P2P sys",,,"B","USA"
